video_id,track_id,class_name,hazard_label,uncertain_reason,approach_score,crossing_score,bbox_growth_ratio,total_displacement_norm,avg_flow_dx,avg_flow_dy,avg_flow_mag,avg_frame_diff_overlap,dx_total,dy_total,start_cx,start_cy,num_frames,first_frame,last_frame,image_width,image_height,confidence,evidence
IMG_4980,person_1,person,moving_away,,0.30000000000000004,0.15183019638061523,-0.2410829120181062,0.0851249649050501,0.7432565942406655,3.083112660050392,14.45851798057556,0.3951607443521331,145.75698852539062,80.9169921875,429.0761413574219,767.5123291015625,20,0,19,960.0,1707.0,high,"person_1 classified as moving_away because bbox shrank: growth_ratio=-0.24 below -0.15; (also has lateral motion dx=145.8px = 15.2% of width, but bbox shrinkage takes priority)."
IMG_4980,person_2,person,moving_away,,0.55,0.5437713623046875,-0.7069071288507748,0.2773632244592112,-1.9706382552782695,3.3322771936655045,16.692787249883015,0.5118587426081828,-522.0205078125,-150.1900634765625,913.8173828125,861.8905029296875,12,7,19,960.0,1707.0,high,"person_2 classified as moving_away because bbox shrank: growth_ratio=-0.71 below -0.15; (also has lateral motion dx=-522.0px = -54.4% of width, but bbox shrinkage takes priority)."
